Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,
Iconic Characters,2018,,7,,0,1,1,0,1,
Zorro the Chronicles,2015,all,6.9,,0,1,0,0,1,
New York Goes to Work,2009,,4.9,,0,1,1,0,1,
Finding Escobar's Millions,2017,16+,3.9,,0,1,0,0,1,
Cultureshock,2018,16+,6.5,,0,1,0,0,1,
Outsmarted,2017,,7.9,,0,1,1,0,1,
The Paynes,2018,,4.5,,0,1,0,0,1,
Behind Closed Doors,2011,,7.1,,0,1,0,0,1,
Chloe's Closet,2010,all,6.7,,0,1,1,0,1,
Natalie Wood: An American Murder Mystery,2018,16+,6.4,,0,1,0,0,1,
Rin-ne,2015,16+,6.6,,0,1,0,0,1,
Dead Again,2014,,7.2,,0,1,0,0,1,
The Untold Story,2019,16+,7.2,,0,1,0,0,1,
Puppy Bowl,2005,all,,,0,1,0,0,1,
Woman,2016,18+,7.2,,0,1,0,0,1,
Los Caballeros Las Prefieren Brutas,2011,,,,0,1,0,0,1,
The Wildlife Docs,2013,all,8.5,,0,1,0,0,1,
Dot.,2016,all,6.8,,0,1,0,0,1,
A Day in the Life,2011,,5.7,,0,1,0,0,1,
Out There with Jack Randall,2019,,6.9,,0,1,0,1,1,
Fox News Sunday,1996,,4.3,,0,1,0,0,1,
Making a Model with Yolanda Hadid,2018,,6.5,,0,1,0,0,1,
The Burger Show,2018,,7.2,,0,1,0,0,1,
En La Boca Del Lobo,2014,,,,0,1,0,0,1,
Terrific Trucks,2016,all,5.6,,0,1,0,0,1,
Bakers vs. Fakers,2016,all,6.5,,0,1,0,0,1,
Chiquis N'Control,2012,,7.4,,0,1,0,0,1,
CNBC Originals,2003,16+,,,0,1,0,0,1,
LA Story,2014,16+,6.4,,0,1,0,0,1,
"Tengo Talento, Mucho Talento",2012,,,,0,1,0,0,1,
Last Call with Carson Daly,2002,16+,2.9,,0,1,0,0,1,
Vets Saving Pets,2018,,,,0,1,0,0,1,
The View,1997,16+,2.6,,0,1,0,0,1,
Tree Fu Tom,2012,all,5.2,,0,1,0,0,1,
Nerds and Monsters,2014,,5.3,,0,1,0,0,1,
This Week,1981,7+,5.5,,0,1,0,0,1,
Deadly Wives,2013,,8.2,,0,1,0,0,1,
Hot Package,2012,18+,6.6,,0,1,0,0,1,
RocketJump: The Show,2015,16+,7.2,,0,1,0,0,1,
Fill in the Prank,2017,,6.2,,0,1,0,0,1,
Glam Masters,2018,,4.6,,0,1,0,0,1,
A New Leaf,2019,,3.1,,0,1,0,0,1,
Spin the Wheel,2019,,4.8,,0,1,0,0,1,
The Bravest Knight,2019,,5.5,,0,1,0,0,1,
Born Behind Bars,2017,,8.4,,0,1,0,0,1,
Bobby Flay's Barbecue Addiction,2011,7+,6.4,,0,1,0,0,1,
The Family Chantel,2019,,2.9,,0,1,0,0,1,
Divided States,2018,16+,6,,0,1,0,0,1,
Malyshariki,2015,,7.1,,0,1,0,0,1,
Grey's Anatomy: B-Team,2018,,,,0,1,0,0,1,
Ladylike,2016,,5.9,,0,1,1,0,1,
Utawarerumono: The False Faces,2015,16+,6.5,,0,1,0,0,1,
Cold Hearted,2018,16+,6.8,,0,1,0,0,1,
O.J. Simpson: The Lost Confession?,2018,,6.6,,0,1,0,0,1,
THE REFLECTION,2017,18+,5.9,,0,1,0,0,1,
Flophouse,2016,16+,5.2,,0,1,0,0,1,
Joe and Jack,2012,all,4.9,,0,1,0,0,1,
America's Cutest,2009,7+,7.2,,0,1,0,0,1,
Noches con Platanito,2013,,5.4,,0,1,0,0,1,
"Underworld, Inc.",2015,7+,2.1,,0,1,0,0,1,
Earth Odyssey with Dylan Dreyer,2019,,6.9,,0,1,0,0,1,
UFC Unleashed,2007,,7.8,,0,1,0,0,1,
Rudy Maxas World,2008,all,8,,0,1,1,0,1,
Egg Birds,2014,,,,0,1,0,0,1,
Jammers,2011,,,,0,1,0,0,1,
Crime Inc.,2010,,6.5,,0,1,1,0,1,
When Sharks Attack,2013,,7,,0,1,0,0,1,
Chiro and Friends,2007,,7.6,,0,1,0,0,1,
Doozers,2014,all,6.3,,0,1,0,0,1,
Tulli,2011,,6.1,,0,1,0,0,1,
Activate: The Global Citizen Movement,2019,,4.9,,0,1,0,0,1,
Supernoobs,2015,7+,3.5,,0,1,0,0,1,
CNBC Titans,2010,all,8.2,,0,1,0,0,1,
LittleBabyBum,2011,,9,,0,1,0,0,1,
Four of a Kind,2011,,5.2,,0,1,0,0,1,
How It Works,2007,all,8,,0,1,0,0,1,
AwesomenessTV,2013,7+,2.4,,0,1,0,0,1,
UFC Fight Flashback,2014,,8.8,,0,1,0,0,1,
WWE En Español,2012,7+,8.1,,0,1,0,0,1,
Atelier Escha & Logy : Alchemists of the Dusk Sky,2014,16+,5.9,,0,1,0,0,1,
Tiny Beats,2013,,,,0,1,0,0,1,
Consumer 101,2018,all,4,,0,1,0,0,1,
Sneaker Shopping,2014,,7.7,,0,1,0,0,1,
Dish Nation,2011,7+,4.2,,0,1,0,0,1,
UFO Conspiracies,2014,,,,0,1,0,0,1,
The Crowned Goddess,2015,7+,7.2,,0,1,0,0,1,
Los Cowboys,2015,,8.6,,0,1,0,0,1,
Counting On,2015,,,,0,1,0,0,1,
Paint Me a Story,2014,,,,0,1,0,0,1,
Countdown to UFC,2010,,8.3,,0,1,0,0,1,
Day of Gluttony,2014,,8.3,,0,1,0,0,1,
Night Guard,2015,18+,7.7,,0,1,0,0,1,
El Sexo Débil,2015,,,,0,1,0,0,1,
Redacted Tonight,2014,,7.7,,0,1,0,0,1,
Pressure Cook,2007,,7.3,,0,1,0,0,1,
The Little Rascals Classics,1931,,,,0,1,0,0,1,
Sean in the Wild,2017,,7.4,,0,1,0,0,1,
Hot Gay Comics,2008,,4.3,,0,1,0,0,1,
ABC News Specials,2010,,6,,0,1,0,0,1,
Fields of Glory,2004,,5.8,,0,1,0,0,1,
Pasión de Gavilanes,2003,,,,0,1,0,0,1,
Vegimer,2015,,,,0,1,0,0,1,
My Lottery Dream Home,2014,,,,0,1,0,0,1,
Package Deal,2013,,3.2,,0,1,0,0,1,
El Negocio,2014,,,,0,1,0,0,1,
The Happy Days of Garry Marshall,2020,,,,0,1,0,0,1,
HobbyKids Adventures,2019,,3,,0,1,0,0,1,
Oliver Discovers,2014,,,,0,1,0,0,1,
Songs & Rhymes,2012,,,,0,1,0,0,1,
Crafty Rafty,2014,,,,0,1,0,0,1,
Drain the Oceans,2018,,,,0,1,0,0,1,
Big Bugs Band,2011,,6,,0,1,0,0,1,
Savage Kingdom,2016,,,,0,1,0,0,1,
Zero Punctuation,2014,,,,0,1,0,0,1,
The Posh Frock Shop,2018,,8.1,,0,1,0,0,1,
Dinner with Dad,2017,,,,0,1,0,0,1,
Kenny & Goorie,2011,,,,0,1,0,0,1,
Kids Halloween Baking Championship,2016,,7,,0,1,0,0,1,
Los Beltrán,1999,,,,0,1,0,0,1,
Top 30,2017,,6.2,,0,1,0,0,1,
Sophie La Girafe,2017,,,,0,1,0,0,1,
Behind Tasty,2017,,,,0,1,1,0,1,
Nina's World,2015,,,,0,1,0,0,1,
TRANsitioning,2017,,,,0,1,0,0,1,
Pim & Pimba,2011,,,,0,1,0,0,1,
Page Six TV,2017,7+,4.6,,0,1,0,0,1,
What's New With Hulu,2019,,,,0,1,0,0,1,
Impact Wrestling,2006,,,,0,1,0,0,1,
Ultimate Survival WWII,2019,,,,0,1,0,0,1,
Amar y Temer,2011,,,,0,1,0,0,1,
Behind the Bar,2011,,4.4,,0,1,0,0,1,
Return to Downton Abbey: A Grand Event,2019,,,,0,1,0,0,1,
Hippa Hey,2011,,,,0,1,0,0,1,
With All Due Respect,2014,,8.2,,0,1,0,0,1,
Lost Treasures of Egypt,2019,,,,0,1,0,1,1,
NASA 360,2008,all,6.8,,0,1,0,0,1,
10 Essentials,2013,,,,0,1,0,0,1,
Buried Secrets of WWII,2019,,,,0,1,0,0,1,
Handcrafted,2017,,,,0,1,1,0,1,
Lo Que Callamos Las Mujeres,2012,,,,0,1,0,0,1,
Best of BabyTV,2015,,,,0,1,0,0,1,
The Alec Baldwin Show,2018,,3.3,,0,1,0,0,1,
Tricky Tracks,2012,,,,0,1,0,0,1,
Strahan & Sara,2019,,3.5,,0,1,0,0,1,
Go Eco,2014,,,,0,1,0,0,1,
Gold Medal Families,2016,18+,,,0,1,0,0,1,
Run,2013,,,,0,1,1,0,1,
Sad Hot Girls,2017,,,,0,1,0,0,1,
It's Alive with Brad,2018,,,,0,1,1,0,1,
Grandpa Joe's Magical Playground,2015,,,,0,1,0,0,1,
Pitch & Potch,2014,,,,0,1,0,0,1,
Cuddlies,2011,,,,0,1,0,0,1,
She's Living for This,2012,,5.1,,0,1,0,0,1,
Walter and Dude,2012,,,,0,1,0,0,1,
The Making of Frozen: A Return to Arendelle,2016,,6.8,,0,1,0,0,1,
Utano Princesama Revolutions,2015,,4.1,,0,1,0,0,1,
Howie Mandel's Animals Doing Things,2018,,3.5,,0,1,0,0,1,
Draco,2011,,,,0,1,0,0,1,
ABC Monsters,2010,all,,,0,1,0,0,1,
Bath & Bed,2011,,,,0,1,0,0,1,
Taraji and Terrence's White Hot Holidays,2015,,,,0,1,0,0,1,
31 Nights of Halloween Fan Fest,2019,,,,0,1,0,0,1,
On the Run Eating,2018,7+,,,0,1,0,0,1,
Tinder Takeover,2016,,,,0,1,0,0,1,
Charlie & the Numbers,2011,,,,0,1,0,0,1,
Gourmet Makes,2018,,,,0,1,1,0,1,
The Shirley Temple Collection,1960,,,,0,1,0,0,1,
We Day 2017,2017,,5.5,,0,1,0,0,1,
Videofashion! News,2006,,5.6,,0,1,1,0,1,
NASA X,2012,,,,0,1,0,0,1,
Aurora,2010,,,,0,1,0,0,1,
48 Hours with Kygo,2019,,,,0,1,0,0,1,
Maya and Yaya,2014,,,,0,1,0,0,1,
Billy Bam Bam,2011,,,,0,1,0,0,1,
Scott Peterson: An American Murder Mystery,2017,,,,0,1,0,0,1,
Play Time,2008,,,,0,1,0,0,1,
#ThatsHarassment,2018,,,,0,1,1,0,1,
South Park en Español,1997,,,,0,1,0,0,1,
2111,2012,,,,0,1,0,0,1,
Blissful Thinking,2017,,,,0,1,0,0,1,
Concertino,2011,,,,0,1,0,0,1,
Epic Conversations,2016,,,,0,1,0,0,1,
Grey's Anatomy: Post-Op,2017,,,,0,1,0,0,1,
Politicking with Larry King,2013,,,,0,1,0,0,1,
Mr. Snail,2014,,,,0,1,0,0,1,
Paranormal Lockdown UK,2018,,,,0,1,0,0,1,
pocket.watch JillianTubeHD Ultimate mishmash,2018,,,,0,1,0,0,1,
5 Levels,2017,,,,0,1,0,0,1,
Actually Me,2017,,,,0,1,1,0,1,
Stand Up to Cancer,2008,,,,0,1,0,0,1,
Time for Bed with Punam Patel,2017,,,,0,1,0,0,1,
A Murder on Orchard Street,2017,,,,0,1,0,0,1,
Stone Age The Legendary Pet,2018,,,,0,1,1,0,1,
Chickenwatch,2018,,,,0,1,1,0,1,
Drag Me,2020,,,,0,1,0,0,1,
ABC News Documentaries,2015,,,,0,1,0,0,1,
ABC News | Features,2016,,,,0,1,0,0,1,
Earth From Above,2011,,,,0,1,0,0,1,
pocket.watch Ryan Toys Review Ultimate mishmash,2018,,,,0,1,0,0,1,
The Adventures of Dr. Buckeye Bottoms,2017,,,,0,1,0,0,1,
Kids Try,2016,,,,0,1,1,0,1,
Going Si-ral,2016,,,,0,1,0,0,1,
Jenni Rivera La Vida de Una Diva,2013,,,,0,1,0,0,1,
A Brief History,2016,,,,0,1,0,0,1,
Bondi Harvest,2018,,,,0,1,0,0,1,
Laughs,2015,,,,0,1,0,0,1,
Superstructures: Engineering Marvels,2019,,,,0,1,0,0,1,
Lie Detector Test,2018,,,,0,1,1,0,1,
Chief Kim,2017,,,,0,1,0,0,1,
Stick with Mick,2011,,,,0,1,0,0,1,
Ryan's World Specials presented by pocket.watch,2019,,,,0,1,0,0,1,
Around The Way,2019,,,,0,1,0,0,1,
Andy Explores,2019,,,,0,1,0,0,1,
Canciones infantiles,2012,,,,0,1,0,0,1,
Asia's Underworld,2012,,,,0,1,1,0,1,
Hello World,2016,,,,0,1,1,0,1,
You Sang My Song,2017,,,,0,1,1,0,1,
Get Sweaty,2016,,,,0,1,0,0,1,
Thingstarter,2013,,,,0,1,0,0,1,
Untamed with Filipe DeAndrade,2017,,,,0,1,0,0,1,
pocket.watch EvanTubeHD mishmash,2018,,,,0,1,0,0,1,
Homebuddies,2017,,,,0,1,1,0,1,
BBQuest,2018,,,,0,1,0,0,1,
Entre Caníbales,2015,,,,0,1,0,0,1,
Truth and Lies: Watergate,2017,,,,0,1,0,0,1,
NASA Television Documentaries,2015,,,,0,1,0,0,1,
Modern Baby,2019,,,,0,1,0,0,1,
Wilderness Vet,2016,,,,0,1,0,0,1,
Flip and Flash,2014,,,,0,1,0,0,1,
In the Giggle Park,2014,,,,0,1,0,0,1,
Twitter Tech Support,2017,,,,0,1,0,0,1,
All the Pizza,2016,,,,0,1,1,0,1,
Tiny Nuts,2014,,,,0,1,0,0,1,
Triumph,2016,,,,0,1,0,0,1,
Coming to the Stage,2003,,,,0,1,0,0,1,
BabyFirst Nursery Songs,2015,,,,0,1,0,0,1,
Finding the Next,2016,,,,0,1,0,0,1,
Limomasters (Espanol),2014,,,,0,1,0,0,1,
Eating Your Feed,2018,,,,0,1,1,0,1,
Magnificent Obsessions,2014,,,,0,1,0,0,1,
Feed Famous,2018,,,,0,1,1,0,1,
The 76th Annual Golden Globe Awards,2019,,,,0,1,0,0,1,
Fear Box,2018,,,,0,1,0,0,1,
Dates (US),2015,,,,0,1,0,0,1,
Raw. Vegan. Not Gross.,2013,,,,0,1,0,0,1,
Pop Trigger,2012,,,,0,1,0,0,1,
Dessert Games,2017,,,,0,1,0,0,1,
Derek Does Stuff with a Friend,2016,,,,0,1,0,0,1,
Caption Contest,2017,,,,0,1,0,0,1,
Tasty 101,2016,,,,0,1,1,0,1,
ABC Primetime Nightline,2011,,,,0,1,0,0,1,
Rosaline,2016,,,,0,1,0,0,1,
Because of an Earlier Incident,2012,,,,0,1,0,0,1,
Magic Eye Shark Movie,2013,,,,0,1,0,0,1,
Celebrity Living,2015,,,,0,1,0,0,1,
Comedy InvAsian,2018,,,,0,1,0,0,1,
Election Cycle,2016,,,,0,1,0,0,1,
Back to Back Chef,2017,,,,0,1,1,0,1,
24 Hours With,2018,,,,0,1,0,0,1,
Pégate a Mick,2014,,,,0,1,0,0,1,
Struggle Meals,2017,,,,0,1,1,0,1,
Talks at GS,2017,,,,0,1,1,0,1,
ESL: Player vs Player,2017,,,,0,1,0,0,1,
Luke Gamble's Vet Adventures,2010,,,,0,1,1,0,1,
UFC Ultimate Knockouts,2014,,,,0,1,0,0,1,
ABC News | Garage Geniuses,2016,,,,0,1,0,0,1,
WildWoods,2017,,,,0,1,0,0,1,
GMA Day,2018,,,,0,1,0,0,1,
"Build Small, Live Anywhere",2015,,,,0,1,0,0,1,
Things I Do,2015,,,,0,1,0,0,1,
Mujeres Rompiendo el Silencio,2018,,,,0,1,0,0,1,
Wooly,2010,,,,0,1,0,0,1,
Jeremiah Bullfrog Forks It,2017,,,,0,1,0,0,1,
Wedding Season,2017,,,,0,1,1,0,1,
Revolt,2017,,,,0,1,0,0,1,
Obsessed (WIRED),2017,,,,0,1,0,0,1,
Tasty's Made By Hand,2018,,,,0,1,1,0,1,
Tasting Our Roots,2017,,,,0,1,1,0,1,
UFC Main Event,2007,,,,0,1,0,0,1,
Heart of a Champion,2016,,,,0,1,0,0,1,
Working 24 Hours At...,2015,,,,0,1,1,0,1,
MOJO's The Circuit,2008,,,,0,1,0,0,1,
Almost Impossible,2017,,,,0,1,0,0,1,
Mom In Progress,2018,,,,0,1,1,0,1,
Style Evolution,2018,,,,0,1,0,0,1,
Popcorn With Peter Travers,2010,,,,0,1,0,0,1,
The Oscars,1995,,,,0,1,0,0,1,
Trials of the Wild,2018,,,,0,1,0,0,1,
Health + Happiness with Mayo Clinic,2018,,,,0,1,0,0,1,
Heritage,2015,,,,0,1,0,0,1,
"I Draw, You Cook",2018,,,,0,1,1,0,1,
Strait Talk with Matt & LZ,2016,,,,0,1,0,0,1,
Rudy Maxa's Travel,2001,,,,0,1,1,0,1,
Especiales de Historia de México,2012,,,,0,1,0,0,1,
For & Against,2012,,,,0,1,0,0,1,
The Big Vote,2018,,,,0,1,0,0,1,
Lost in the Supermarket,2016,,,,0,1,0,0,1,
Gen H,2012,,,,0,1,0,0,1,
Legendary Catch,2019,,,,0,1,0,0,1,
Secrets of Your Mind,2010,,,,0,1,0,0,1,
The Bravest Knight Who Ever Lived,2014,,,,0,1,0,0,1,
Puertas al Mas Alla,2012,,,,0,1,0,0,1,
Technique Critique,2016,,,,0,1,0,0,1,
ESL Bootcamp: Immortals,2017,,,,0,1,0,0,1,
Red Nose Day,2015,,,,0,1,0,0,1,
ESL: Replay,2017,,,,0,1,0,0,1,
The Paley Center,2000,,,,0,1,0,0,1,
ESL: Defining Moments,2017,,,,0,1,0,0,1,
pocket.watch HobbyKidsTV mishmash,2018,,,,0,1,0,0,1,
UFC Presents,2013,,,,0,1,0,0,1,
Real Estate with Rosanna,2017,,,,0,1,0,0,1,
Summertime,2016,,,,0,1,0,0,1,
Ventaneando,2012,,,,0,1,0,0,1,
WIRED's Autocomplete Interviews,2016,,,,0,1,1,0,1,
Bioterrorism: The Truth,2016,,,,0,1,0,0,1,
Out of Office with Brent Rose,2015,,,,0,1,1,0,1,
"Stop, Breathe & Think Kids: Mindful Games",2017,,,,0,1,0,0,1,
On Stage,2017,,,,0,1,0,0,1,
The Champion Within,2017,,,,0,1,0,0,1,
Food Fetish,2011,,,,0,1,0,0,1,
A Woman's Job,2017,,,,0,1,0,0,1,
OUT: Face to Face,2010,,,,0,1,0,0,1,
Just Josh,2011,,,,0,1,0,0,1,
On This Day in Black History Month,2019,,,,0,1,0,0,1,
Bogus Beauty,2017,,,,0,1,1,0,1,
Crime Shock: Asia Exposed,2013,,,,0,1,0,0,1,
pocket.watch CaptainSparklez mishmash,2018,,,,0,1,0,0,1,
Dick Clark's Primetime New Year's Rockin' Eve,2013,,,,0,1,0,0,1,
Newsy,2016,,,,0,1,0,0,1,
Modd Couples,2016,,,,0,1,0,0,1,
Fantasy Forecast,2016,,,,0,1,0,0,1,
Secret Talent Theatre,2016,,,,0,1,0,0,1,
pocket.watch Challenge Squad,2018,,,,0,1,1,0,1,
The Wire,2002,18+,9.3,94%,0,0,1,0,1,
Band of Brothers,2001,18+,9.4,94%,0,0,1,0,1,
The Sopranos,1999,18+,9.2,92%,0,0,1,0,1,
House,2004,16+,8.7,90%,0,0,1,0,1,
Mr. Robot,2015,18+,8.5,94%,0,0,1,0,1,
Suits,2011,16+,8.5,90%,0,0,1,0,1,
The Boys,2019,18+,8.7,84%,0,0,1,0,1,
The Expanse,2015,16+,8.5,93%,0,0,1,0,1,
Fleabag,2016,18+,8.7,100%,0,0,1,0,1,
Rome,2005,18+,8.7,86%,0,0,1,0,1,
Bosch,2014,18+,8.4,97%,0,0,1,0,1,
The Marvelous Mrs. Maisel,2017,18+,8.7,89%,0,0,1,0,1,
Hannibal,2013,18+,8.5,92%,0,0,1,0,1,
Curb Your Enthusiasm,2000,18+,8.7,92%,0,0,1,0,1,
Boardwalk Empire,2010,18+,8.5,92%,0,0,1,0,1,
The Americans,2013,18+,8.4,96%,0,0,1,0,1,
Luther,2010,16+,8.5,88%,0,0,1,0,1,
Orphan Black,2013,18+,8.3,93%,0,0,1,0,1,
Six Feet Under,2001,18+,8.7,81%,0,0,1,0,1,
Upload,2020,,8.2,81%,0,0,1,0,1,
Chuck,2007,7+,8.2,89%,0,0,1,0,1,
Psych,2006,7+,8.3,89%,0,0,1,0,1,
Deadwood,2004,18+,8.6,92%,0,0,1,0,1,
The Man in the High Castle,2015,18+,8,84%,0,0,1,0,1,
Veep,2012,18+,8.3,93%,0,0,1,0,1,
Banshee,2013,18+,8.4,89%,0,0,1,0,1,
Oz,1997,18+,8.7,89%,0,0,1,0,1,
Tom Clancy's Jack Ryan,2018,18+,8.1,71%,0,0,1,0,1,
True Blood,2008,18+,7.8,70%,0,0,1,0,1,
Good Omens,2019,7+,8.1,84%,0,0,1,0,1,
Teen Wolf,2011,16+,7.6,81%,0,0,1,0,1,
The Pacific,2010,18+,8.3,91%,0,0,1,0,1,
Grimm,2011,16+,7.8,89%,0,0,1,0,1,
The Fall,2013,18+,8.2,84%,0,0,1,0,1,
The Night Manager,2016,16+,8.1,91%,0,0,1,0,1,
The Grand Tour,2016,16+,8.7,66%,0,0,1,0,1,
The Newsroom,2012,16+,8.6,59%,0,0,1,0,1,
Counterpart,2017,18+,8.1,100%,0,0,1,0,1,
Californication,2007,18+,8.3,57%,0,0,1,0,1,
Homecoming,2018,16+,7.5,98%,0,0,1,0,1,
Flight of the Conchords,2007,16+,8.5,94%,0,0,1,0,1,
Entourage,2004,16+,8.4,66%,0,0,1,0,1,
Sneaky Pete,2015,18+,8.2,96%,0,0,1,0,1,
Downton Abbey,2010,16+,8.7,,0,0,1,0,1,
Undone,2019,18+,8.2,100%,0,0,1,0,1,
Generation Kill,2008,18+,8.5,86%,0,0,1,0,1,
Humans,2015,16+,8,94%,0,0,1,0,1,
Farscape,1999,16+,8.2,90%,0,0,1,0,1,
Monk,2002,7+,7.9,90%,0,0,1,0,1,
The Thick of It,2005,18+,8.7,85%,0,0,1,0,1,
The Missing,2014,16+,8.2,93%,0,0,1,0,1,
Carnival Row,2019,18+,7.9,57%,0,0,1,0,1,
Eastbound & Down,2009,18+,8.2,91%,0,0,1,0,1,
Father Ted,1995,16+,8.6,93%,0,0,1,0,1,
The Mentalist,2008,16+,8.1,,0,0,1,0,1,
Poldark,2015,16+,8.3,87%,0,0,1,0,1,
Goliath,2016,16+,8.2,82%,0,0,1,0,1,
Girls,2012,18+,7.3,89%,0,0,1,0,1,
Catastrophe,2015,18+,8.2,98%,0,0,1,0,1,
John Adams,2008,16+,8.5,81%,0,0,1,0,1,
River,2015,7+,8,100%,0,0,1,0,1,
Sex and the City,1998,18+,7.1,71%,0,0,1,0,1,
The Lost Room,2006,7+,8.2,77%,0,0,1,0,1,
Escape at Dannemora,2018,18+,8,89%,0,0,1,0,1,
Tales from the Loop,2020,16+,7.5,68%,0,0,1,0,1,
Modern Love,2019,18+,8,75%,0,0,1,0,1,
Boss,2011,18+,8.1,81%,0,0,1,0,1,
Mozart in the Jungle,2014,18+,8.2,94%,0,0,1,0,1,
SpongeBob SquarePants,1999,7+,8.1,,0,0,1,0,1,
Hanna,2019,16+,7.5,67%,0,0,1,0,1,
The Durrells,2016,7+,8.1,98%,0,0,1,0,1,
Gavin & Stacey,2007,16+,8.1,97%,0,0,1,0,1,
Angels in America,2003,18+,8.2,90%,0,0,1,0,1,
Defiance,2013,18+,7,77%,0,0,1,0,1,
The Addams Family,1964,all,7.9,100%,0,0,1,0,1,
Patrick Melrose,2018,18+,8.1,90%,0,0,1,0,1,
Treme,2010,18+,8.2,96%,0,0,1,0,1,
Hunters,2020,18+,7.2,64%,0,0,1,0,1,
Red Oaks,2014,18+,7.9,93%,0,0,1,0,1,
The Family Man,2019,16+,8.6,,0,0,1,0,1,
ZeroZeroZero,2020,18+,8.2,80%,0,0,1,0,1,
The Tick,2016,18+,7.4,95%,0,0,1,0,1,
Patriot,2015,18+,8.3,90%,0,0,1,0,1,
The Planets,2019,all,9.1,100%,0,0,1,0,1,
Strike Back,2010,18+,8.2,,0,0,1,0,1,
In Treatment,2008,18+,8.3,88%,0,0,1,0,1,
Bored to Death,2009,18+,7.9,79%,0,0,1,0,1,
Animal Kingdom,2016,18+,8.2,,0,0,1,0,1,
Eureka,2006,7+,7.9,,0,0,1,0,1,
Mr. Show with Bob and David,1995,18+,8.3,100%,0,0,1,0,1,
Mildred Pierce,2011,18+,7.7,80%,0,0,1,0,1,
MacGyver,1985,7+,7.7,,0,0,1,0,1,
House of Lies,2012,18+,7.4,77%,0,0,1,0,1,
Transparent,2014,18+,7.8,90%,0,0,1,0,1,
Endeavour,2012,16+,8.6,86%,0,0,1,0,1,
"Eerie, Indiana",1991,7+,8.2,100%,0,0,1,0,1,
Fortitude,2015,18+,7.4,84%,0,0,1,0,1,
BrainDead,2016,16+,8.1,65%,0,0,1,0,1,
A Very English Scandal,2018,16+,7.7,95%,0,0,1,0,1,
Victoria,2016,16+,8.2,87%,0,0,1,0,1,
Philip K. Dick's Electric Dreams,2017,18+,7.3,72%,0,0,1,0,1,
Big Love,2006,18+,7.5,80%,0,0,1,0,1,
Carnivàle,2003,18+,8.4,,0,0,1,0,1,
Harper's Island,2009,16+,7.5,64%,0,0,1,0,1,
ALF,1986,all,7.4,,0,0,1,0,1,
Ordeal by Innocence,2018,,7.3,91%,0,0,1,0,1,
Salvation,2017,16+,7,44%,0,0,1,0,1,
The Tunnel,2013,18+,7.8,91%,0,0,1,0,1,
"Magnum, P.I.",1980,7+,7.5,,0,0,1,0,1,
Undercover,2011,7+,8.9,,0,0,1,0,1,
Extant,2014,16+,6.6,77%,0,0,1,0,1,
Thirteen,2016,,7.3,94%,0,0,1,0,1,
Flesh and Bone,2015,16+,8,62%,0,0,1,0,1,
Hung,2009,18+,7.1,71%,0,0,1,0,1,
Home Fires,2015,7+,8.2,100%,0,0,1,0,1,
Inside Edge,2017,18+,8,,0,0,1,0,1,
Enlightened,2011,18+,7.5,87%,0,0,1,0,1,
Briarpatch,2020,18+,6.4,77%,0,0,1,0,1,
Wolf Hall,2015,16+,8.1,98%,0,0,1,0,1,
The Comeback,2005,18+,8,72%,0,0,1,0,1,
The Test: A New Era For Australia's Team,2020,,9,,0,0,1,0,1,
Vinland Saga,2019,,8.9,,0,0,1,0,1,
Absentia,2017,18+,7.3,50%,0,0,1,0,1,
Mirzapur,2018,,8.5,,0,0,1,0,1,
Trapped,2015,18+,8.1,,0,0,1,0,1,
Tin Star,2017,18+,7.3,57%,0,0,1,0,1,
Too Old to Die Young,2019,18+,7.4,69%,0,0,1,0,1,
"Kill Me, Heal Me",2015,16+,8.3,,0,0,1,0,1,
The Carol Burnett Show,1967,all,8.8,,0,0,1,0,1,
Beavis and Butt-head,1993,16+,7.5,,0,0,1,0,1,
How to Make It in America,2010,18+,7.9,66%,0,0,1,0,1,
Unforgotten,2015,18+,8.2,,0,0,1,0,1,
Howards End,2017,7+,7.3,90%,0,0,1,0,1,
Conversations with a Killer: The Ted Bundy Tapes,2019,18+,7.8,54%,0,0,1,0,1,
Grantchester,2014,16+,7.9,95%,0,0,1,0,1,
Baseball,1994,16+,9.2,,0,0,1,0,1,
Britannia,2018,16+,6.7,74%,0,0,1,0,1,
Toradora!,2008,16+,8.1,,0,0,1,0,1,
A Different World,1987,,6.9,95%,0,0,1,0,1,
Made In Abyss,2017,18+,8.4,,0,0,1,0,1,
Life's Too Short,2011,16+,7.5,53%,0,0,1,0,1,
Forever,2018,18+,7.2,94%,0,0,1,0,1,
Hustle,2004,16+,8.1,,0,0,1,0,1,
Spawn,1997,18+,8.1,,0,0,1,0,1,
Brideshead Revisited,1981,,8.5,,0,0,1,0,1,
Hunted,2012,18+,6.6,76%,0,0,1,0,1,
Vanity Fair,2018,,7.3,88%,0,0,1,0,1,
Informer,2018,,7.9,79%,0,0,1,0,1,
Good Girls Revolt,2015,7+,8.2,73%,0,0,1,0,1,
The Saint,1962,7+,7.5,,0,0,1,0,1,
Klondike,2014,16+,7.4,80%,0,0,1,0,1,
Mad Dogs,2015,18+,7.5,66%,0,0,1,0,1,
Detectorists,2014,,8.6,,0,0,1,0,1,
Arthur,1996,7+,7.3,,0,0,1,0,1,
American Experience,1988,7+,8.5,,0,0,1,0,1,
